DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
4,20XX AUBURN AV,39.1191141412583,-84.5082723958323,MT AUBURN,MT. AUBURN,104,40802794,1,,BLACK,MALE,23,NONFATAL,04/27/2008 12:00:00 AM,APR,,N/A,SUN,40802794,04/27/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
3,24XX NOTTINGHAM RD,39.156878676415,-84.5595630264616,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,873,31001375,1,,BLACK,MALE,19,NONFATAL,02/20/2010 12:00:00 AM,FEB,,N/A,SAT,31001375,02/20/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
3,9XX FAIRBANKS AV,39.1097072054811,-84.5682496325927,EAST PRICE HILL,EAST PRICE HILL,1799,129010217,2,"CINC, OH 45205",BLACK,MALE,16,NONFATAL,04/21/2012 12:00:00 AM,APR,212400,21,SAT,129010217,04/21/2012 09:24:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,17XX PULTE ST,39.1365657012141,-84.5527327580328,NORTH FAIRMOUNT,NORTH FAIRMOUNT,3576,169018388,2,"CINCINNATI, OH 45225",BLACK,MALE,35,NONFATAL,07/22/2016 12:00:00 AM,JUL,214000,21,FRI,169018388,07/22/2016 09:40:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
3,12XX WESSELS AV,39.1153691641465,-84.5712159098691,EAST PRICE HILL,EAST PRICE HILL,2050,129036780,3,"CINCINNATI, OH 45205",WHITE,FEMALE,56,NONFATAL,12/17/2012 12:00:00 AM,DEC,231000,23,MON,129036780,12/17/2012 11:10:00 PM,DISTRICT 3,45205,EAST PRICE HILL
4,27XX GILBERT AVE,39.1294867546045,-84.4888214143672,WALNUT HILLS,WALNUT HILLS,4358,189019082,1,,BLACK,MALE,52,NONFATAL,07/15/2018 12:00:00 AM,JUL,194000,19,SUN,189019082,07/15/2018 07:40:00 PM,DISTRICT 4,,WALNUT HILLS
3,36XX VANVEY AV,39.1083687381209,-84.5721898971674,EAST PRICE HILL,EAST PRICE HILL,1055,31007225,2,"INDEPENDENCE, KY 4105",WHITE,MALE,30,NONFATAL,07/26/2010 12:00:00 AM,JUL,,N/A,MON,31007225,07/26/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
5,50XX WINNESTE AV,39.1812645476166,-84.5111932248465,WINTON HILLS,WINTON HILLS,2938,159007639,1,"CINCI, OH 45225",BLACK,MALE,28,NONFATAL,03/31/2015 12:00:00 AM,MAR,125500,12,TUE,159007639,03/31/2015 12:55:00 PM,DISTRICT 5,45232,WINTON HILLS
1,17XX RACE ST,39.1139130644225,-84.517299953762,OVER-THE-RHINE,OVER-THE-RHINE,2248,139014257,1,"CINCINNATI, OH 45202",BLACK,MALE,32,FATAL,06/09/2013 12:00:00 AM,JUN,053800,5,SUN,139014257,06/09/2013 05:38:00 AM,DISTRICT 1,45202,OTR
4,15XX CREST HILL AVE,39.2039148764336,-84.4606662174194,ROSELAWN,ROSELAWN,4249,189010311,1,,BLACK,MALE,22,FATAL,04/22/2018 12:00:00 AM,APR,190500,19,SUN,189010311,04/22/2018 07:05:00 PM,DISTRICT 4,,ROSELAWN
3,19XX WESTWOOD NORTHERN BV,39.1435383627373,-84.5580561601026,EAST WESTWOOD,ENGLISH WOODS,792,30911288,1,,UNKNOWN,MALE,42,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,30911288,11/28/2009 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,22XX RICE ST,39.1201883290198,-84.5136864652235,MT AUBURN,MT. AUBURN,1608,41106659,1,"CINC, OH 45227",BLACK,MALE,29,FATAL,10/12/2011 12:00:00 AM,OCT,203300,20,WED,41106659,10/12/2011 08:33:00 PM,DISTRICT 4,45219,MOUNT AUBURN
3,33XX MOOSEWOOD AV,39.1446552111603,-84.5519838199589,MILLVALE,MILLVALE,4231,189007038,2,,WHITE,FEMALE,18,NONFATAL,03/18/2018 12:00:00 AM,MAR,034400,3,SUN,189007038,03/18/2018 03:44:00 AM,DISTRICT 3,,MILLVALE
1,8XX POPLAR ST,39.114896664312,-84.527230883269,WEST END,WEST END,4476,189029914,2,,BLACK,MALE,21,NONFATAL,11/10/2018 12:00:00 AM,NOV,031500,3,SAT,189029914,11/10/2018 03:15:00 AM,DISTRICT 1,,WEST END
5,55XX COLERAIN AV,39.1926326422433,-84.5709771314978,MT AIRY,MT. AIRY,1688,51107318,2,"CIN, OH 45239",BLACK,MALE,32,FATAL,12/28/2011 12:00:00 AM,DEC,175000,17,WED,51107318,12/28/2011 05:50:00 PM,DISTRICT 5,45239,MOUNT AIRY
4,2XX SCHILLER ST,39.1133369795111,-84.5125312505923,MT AUBURN,OVER-THE-RHINE,1518,41104908,1,"CINC, OH 45247",BLACK,MALE,29,NONFATAL,07/31/2011 12:00:00 AM,JUL,133000,13,SUN,41104908,07/31/2011 01:30:00 PM,DISTRICT 4,45202,OTR
3,24XX WESTWOOD NORTHERN BV,39.1469071035927,-84.5763160581339,WESTWOOD,WESTWOOD,4200,999999997,2,,BLACK,MALE,18,NONFATAL,01/23/2018 12:00:00 AM,JAN,211700,21,TUE,999999997,01/23/2018 09:17:00 PM,DISTRICT 3,,WESTWOOD
1,2XX W MCMICKEN AV,39.1182173430154,-84.5221365706359,OVER-THE-RHINE,OVER-THE-RHINE,1819,129012715,1,"BATESVILLE, IN 47006",WHITE,MALE,22,NONFATAL,05/11/2012 12:00:00 AM,MAY,211000,21,FRI,129012715,05/11/2012 09:10:00 PM,DISTRICT 1,45202,OTR
5,44XX COLERAIN AV,39.1644307925639,-84.5524843952012,NORTHSIDE,MT. AIRY,3149,159021025,1,"CINCINNATI, OH 45224",BLACK,MALE,24,NONFATAL,08/07/2015 12:00:00 AM,AUG,184600,18,FRI,159021025,08/07/2015 06:46:00 PM,DISTRICT 5,45223,NORTHSIDE
1,8XX CHARLOTTE ST,39.1176194363565,-84.527600800052,WEST END,WEST END,695,10904009,1,,BLACK,MALE,19,NONFATAL,08/28/2009 12:00:00 AM,AUG,,N/A,FRI,10904009,08/28/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
4,2XX E RONALD REAGAN HW,39.2099622900365,-84.4861634374256,HARTWELL,HARTWELL,4207,189002939,1,,BLACK,FEMALE,57,NONFATAL,02/01/2018 12:00:00 AM,FEB,020000,2,THU,189002939,02/01/2018 02:00:00 AM,DISTRICT 4,,HARTWELL
4,4XX KASOTA ST,39.138923714375,-84.4987331591534,AVONDALE,AVONDALE,3688,169026626,1,,BLACK,FEMALE,20,NONFATAL,10/11/2016 12:00:00 AM,OCT,223000,22,TUE,169026626,10/11/2016 10:30:00 PM,DISTRICT 4,,AVONDALE
1,16XX HAMER ST,39.1133553177728,-84.5149810032268,OVER-THE-RHINE,OVER-THE-RHINE,876,11000621,1,,BLACK,MALE,39,NONFATAL,02/24/2010 12:00:00 AM,FEB,,N/A,WED,11000621,02/24/2010 12:00:00 AM,DISTRICT 1,45202,OTR
2,60XX KENNEDY AV,39.1811933562007,-84.4140158673072,KENNEDY HEIGHTS,KENNEDY HEIGHTS,2932,159007121,2,"CINCI, OH 45213",BLACK,MALE,26,NONFATAL,03/25/2015 12:00:00 AM,MAR,204500,20,WED,159007121,03/25/2015 08:45:00 PM,DISTRICT 2,45213,KENNEDY HEIGHTS
4,2XX MCGREGOR AV,39.1231083220792,-84.5054825104362,MT AUBURN,MT. AUBURN,2137,139006252,1,"CINC, OH 45213",BLACK,MALE,30,NONFATAL,03/17/2013 12:00:00 AM,MAR,190000,19,SUN,139006252,03/17/2013 07:00:00 PM,DISTRICT 4,45219,MOUNT AUBURN
3,31XX RIVER RD,39.0874068012928,-84.5752459291882,RIVERSIDE,RIVERSIDE,4186,189000636,1,,BLACK,MALE,39,NONFATAL,01/05/2018 12:00:00 AM,JAN,224500,22,FRI,189000636,01/05/2018 10:45:00 PM,DISTRICT 3,,SEDAMSVILLE
1,4XX W COURT ST,39.1060537959895,-84.5205209027453,WEST END,WEST END,4541,199001880,1,,BLACK,MALE,36,NONFATAL,01/27/2019 12:00:00 AM,JAN,041000,4,SUN,199001880,01/27/2019 04:10:00 AM,DISTRICT 1,,WEST END
2,17XX DANA AV,39.1455511099745,-84.4687856631222,EVANSTON,EVANSTON,1011,21002492,1,,BLACK,MALE,27,FATAL,06/15/2010 12:00:00 AM,JUN,,N/A,TUE,21002492,06/15/2010 12:00:00 AM,DISTRICT 2,45207,EVANSTON
1,13XX BROADWAY ST,39.1108829099672,-84.5085292772082,PENDLETON,PENDLETON,2356,139022069,1,"CINC, OH 45212",BLACK,MALE,42,NONFATAL,08/17/2013 12:00:00 AM,AUG,003300,0,SAT,139022069,08/17/2013 12:33:00 AM,DISTRICT 1,45202,PENDLETON
5,16XX PULLAN AV,39.1655470892968,-84.5450485358128,NORTHSIDE,NORTHSIDE,3544,169016562,1,,WHITE,MALE,35,NONFATAL,07/05/2016 12:00:00 AM,JUL,230100,23,TUE,169016562,07/05/2016 11:01:00 PM,DISTRICT 5,,NORTHSIDE
4,16XX ANITA PL,39.1757879095273,-84.4691923527453,BOND HILL,BOND HILL,2056,129037170,1,"LOCKLAND, OH 45215",WHITE,MALE,35,NONFATAL,12/22/2012 12:00:00 AM,DEC,174500,17,SAT,129037170,12/22/2012 05:45:00 PM,DISTRICT 4,45237,BOND HILL
5,6XX DUTCH COLONY DR,39.1900162004737,-84.5132161826684,WINTON HILLS,WINTON HILLS,3646,169023202,2,,BLACK,MALE,17,NONFATAL,09/07/2016 12:00:00 AM,SEP,111500,11,WED,169023202,09/07/2016 11:15:00 AM,DISTRICT 5,,WINTON HILLS
1,18XX LINN ST,39.116968780203,-84.5268482752756,WEST END,WEST END,1107,11003997,1,"CINC, OH 45214",BLACK,MALE,18,NONFATAL,09/02/2010 12:00:00 AM,SEP,,N/A,THU,11003997,09/02/2010 12:00:00 AM,DISTRICT 1,45214,WEST END
3,9XX PURCELL AV,39.1090473823499,-84.5638863106003,EAST PRICE HILL,EAST PRICE HILL,3316,159033039,2,"CINCINNATI, OH 45219",BLACK,MALE,32,NONFATAL,12/08/2015 12:00:00 AM,DEC,105900,10,TUE,159033039,12/08/2015 10:59:00 AM,DISTRICT 3,,EAST PRICE HILL
5,50XX WINNESTE AV,39.1820086521917,-84.5127662488547,WINTON HILLS,WINTON HILLS,194,50803973,1,,BLACK,MALE,18,NONFATAL,07/09/2008 12:00:00 AM,JUL,,N/A,WED,50803973,07/09/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
5,53XX BAHAMA TE,39.1890738103454,-84.5645846725231,MT AIRY,MT. AIRY,2779,149024909,1,"CINCINNATI, OH 45223",BLACK,MALE,14,NONFATAL,09/30/2014 12:00:00 AM,SEP,201200,20,TUE,149024909,09/30/2014 08:12:00 PM,DISTRICT 5,45223,MOUNT AIRY
3,19XX WESTWOOD NORTHERN BV,39.1433604131187,-84.5585195926453,ENGLISH WOODS,MILLVALE,1485,31106021,1,"CINC, OH 45225",UNKNOWN,MALE,47,NONFATAL,07/12/2011 12:00:00 AM,JUL,00000000000000.000,0,TUE,31106021,07/12/2011 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,5XX HICKORY ST,39.143453966077,-84.4967962293976,AVONDALE,AVONDALE,1329,41101630,1,"CINC, OH 45229",BLACK,MALE,22,NONFATAL,03/21/2011 12:00:00 AM,MAR,170600,17,MON,41101630,03/21/2011 05:06:00 PM,DISTRICT 4,45229,AVONDALE
5,1XX CRAFT ST,39.1797127126108,-84.5109867404271,WINTON HILLS,WINTON HILLS,23,50800439,1,,BLACK,MALE,23,NONFATAL,01/23/2008 12:00:00 AM,JAN,,N/A,WED,50800439,01/23/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
5,52XX WINNESTE AV,39.1852581232108,-84.5141567104099,WINTON HILLS,WINTON HILLS,1181,51006537,1,"CINC,OH 45215",BLACK,MALE,49,FATAL,10/22/2010 12:00:00 AM,OCT,,N/A,FRI,51006537,10/22/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,32XX BOWLING GREEN CT,39.1427293391986,-84.5520386371978,MILLVALE,MILLVALE,49,30802116,1,,BLACK,MALE,24,NONFATAL,03/16/2008 12:00:00 AM,MAR,,N/A,SUN,30802116,03/16/2008 12:00:00 AM,DISTRICT 3,45225,MILLVALE
3,31XX MCHENRY,39.144323758203,-84.5776499360532,WESTWOOD,WESTWOOD,3300,159031055,1,"CINCI, OH 45238",BLACK,MALE,26,NONFATAL,11/15/2015 12:00:00 AM,NOV,173500,17,SUN,159031055,11/15/2015 05:35:00 PM,DISTRICT 3,,WESTWOOD
1,1XX E CLIFTON ST,39.1159896643442,-84.5132987209681,OVER-THE-RHINE,OVER-THE-RHINE,1066,11003445,1,"CINC., OH 45203",BLACK,MALE,28,NONFATAL,08/08/2010 12:00:00 AM,AUG,,N/A,SUN,11003445,08/08/2010 12:00:00 AM,DISTRICT 1,45202,MOUNT AUBURN
1,8XX FINDLAY ST,39.1170470975098,-84.5277590615688,WEST END,WEST END,185,10803092,2,,BLACK,MALE,18,NONFATAL,06/30/2008 12:00:00 AM,JUN,,N/A,MON,10803092,06/30/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
5,54XX HOLLAND DR,39.1894183956187,-84.5124366941734,WINTON HILLS,WINTON HILLS,789,50907133,1,,BLACK,MALE,20,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,50907133,11/28/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,9XX E KING DR,39.1341383712971,-84.4880221212362,WALNUT HILLS,WALNUT HILLS,131,40803470,1,,BLACK,MALE,22,NONFATAL,05/25/2008 12:00:00 AM,MAY,,N/A,SUN,40803470,05/25/2008 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,8XX LINN ST,39.1024104657247,-84.5284634755015,QUEENSGATE,QUEENSGATE,1402,11102066,1,"LOUISVILLE, KY 40202",BLACK,MALE,22,NONFATAL,05/20/2011 12:00:00 AM,MAY,224500,22,FRI,11102066,05/20/2011 10:45:00 PM,DISTRICT 1,45203,QUEENSGATE
3,32XX BEEKMAN ST,39.1466507386487,-84.5514727655848,MILLVALE,MILLVALE,1712,129001208,1,"HAMILTON, OH 45011",UNKNOWN,MALE,65,FATAL,01/14/2012 12:00:00 AM,JAN,151000,15,SAT,129001208,01/14/2012 03:10:00 PM,DISTRICT 3,45225,MILLVALE
3,33XX QUEEN CITY AV,39.1398228451773,-84.6096111150525,WESTWOOD,WESTWOOD,1258,31012763,1,"CINC, OH 45224",BLACK,MALE,19,NONFATAL,12/26/2010 12:00:00 AM,DEC,,N/A,SUN,31012763,12/26/2010 12:00:00 AM,DISTRICT 3,45238,WESTWOOD
2,36XX NORTHDALE PL,39.1826102578464,-84.4139428727186,KENNEDY HEIGHTS,KENNEDY HEIGHTS,1115,21004032S1,1,"CINC, OH 45213",BLACK,MALE,17,NONFATAL,09/09/2010 12:00:00 AM,SEP,,N/A,THU,21004032S1,09/09/2010 12:00:00 AM,DISTRICT 2,45213,KENNEDY HEIGHTS
4,26XX STANTON AV,39.128807579576,-84.493144746653,WALNUT HILLS,WALNUT HILLS,3610,169021156,1,"CINCINNATI, OH 45229",BLACK,MALE,25,NONFATAL,08/18/2016 12:00:00 AM,AUG,142000,14,THU,169021156,08/18/2016 02:20:00 PM,DISTRICT 4,,WALNUT HILLS
4,77XX READING RD,39.2035727159996,-84.455516808617,ROSELAWN,ROSELAWN,331,40807718,3,,BLACK,MALE,33,NONFATAL,10/14/2008 12:00:00 AM,OCT,,N/A,TUE,40807718,10/14/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
4,10XX BURTON AV,39.1490268638309,-84.4821847749826,NORTH AVONDALE,AVONDALE,4160,179051659,1,,BLACK,MALE,30,NONFATAL,12/03/2017 12:00:00 AM,DEC,013500,1,SUN,179051659,12/03/2017 01:35:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
3,32XX TULSA CT,39.1335903030195,-84.6127420176869,WESTWOOD,WESTWOOD,3375,169003546,1,"CINCINNATI, OH 452",BLACK,MALE,23,FATAL,02/13/2016 12:00:00 AM,FEB,091000,9,SAT,169003546,02/13/2016 09:10:00 AM,DISTRICT 3,,WESTWOOD
1,16XX WALNUT ST,39.1130478469392,-84.5145180396209,OVER-THE-RHINE,OVER-THE-RHINE,1888,129019827,2,"CINCI, OH 45225",BLACK,MALE,30,FATAL,07/18/2012 12:00:00 AM,JUL,123100,12,WED,129019827,07/18/2012 12:31:00 PM,DISTRICT 1,45202,OTR
4,7XX N FRED SHUTTLESWORTH CR,39.1549276642718,-84.4882669796996,NORTH AVONDALE,AVONDALE,867,41000778,1,,BLACK,MALE,44,NONFATAL,02/15/2010 12:00:00 AM,FEB,,N/A,MON,41000778,02/15/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
2,42XX AIRPORT RD,39.1067360224532,-84.4303913749382,EAST END,EAST END,3225,159026913,1,"CINCINNATI, OH 45226",WHITE,MALE,49,NONFATAL,09/29/2015 12:00:00 AM,SEP,225900,22,TUE,159026913,09/29/2015 10:59:00 PM,DISTRICT 2,,EAST END
4,48XX READING RD,39.175110835184,-84.4663916708762,BOND HILL,BOND HILL,1407,41103092,3,"CINC, OH 45202",BLACK,MALE,23,NONFATAL,05/22/2011 12:00:00 AM,MAY,213500,21,SUN,41103092,05/22/2011 09:35:00 PM,DISTRICT 4,45237,BOND HILL
1,19XX CENTRAL AV,39.1202507986264,-84.5259356733713,WEST END,WEST END,2035,129034199,1,"CINC, OH 45239",BLACK,MALE,40,NONFATAL,11/25/2012 12:00:00 AM,NOV,040300,4,SUN,129034199,11/25/2012 04:03:00 AM,DISTRICT 1,45214,WEST END
5,49XX HAWAIIAN TE,39.1850975946888,-84.5644658494134,MT AIRY,MT. AIRY,3200,159025011,1,"CINCINNATI, OH 45223",BLACK,MALE,18,NONFATAL,09/13/2015 12:00:00 AM,SEP,171100,17,SUN,159025011,09/13/2015 05:11:00 PM,DISTRICT 5,,MOUNT AIRY
3,18XX FAIRMOUNT AV,39.1295157952279,-84.5544025009712,NORTH FAIRMOUNT,SOUTH FAIRMOUNT,4617,199010464,1,,BLACK,MALE,34,NONFATAL,05/19/2019 12:00:00 AM,MAY,051000,5,SUN,199010464,05/19/2019 05:10:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
1,16XX RACE ST,39.1131572926829,-84.5174211341652,OVER-THE-RHINE,OVER-THE-RHINE,1921,129022341,1,"CINCINNATI, OH 45224",BLACK,MALE,18,FATAL,08/09/2012 12:00:00 AM,AUG,154600,15,THU,129022341,08/09/2012 03:46:00 PM,DISTRICT 1,45202,OTR
2,29XX HACKBERRY ST,39.1295869406117,-84.4753627598818,EAST WALNUT HILLS,EAST WALNUT HILLS,3649,169023263,1,,BLACK,FEMALE,19,NONFATAL,09/08/2016 12:00:00 AM,SEP,030000,3,THU,169023263,09/08/2016 03:00:00 AM,DISTRICT 2,,EAST WALNUT HILLS
4,28XX ASHLAND AV,39.129640623787,-84.4826957039805,WALNUT HILLS,WALNUT HILLS,2911,159005041,2,"CINC, OH 45206",BLACK,MALE,35,NONFATAL,03/03/2015 12:00:00 AM,MAR,150000,15,TUE,159005041,03/03/2015 03:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
4,71XX EASTLAWN DR,39.1924294480582,-84.4568355405563,ROSELAWN,ROSELAWN,3271,159029369,1,"CINCINNATI, OH 45237",BLACK,MALE,22,FATAL,10/26/2015 12:00:00 AM,OCT,195900,19,MON,159029369,10/26/2015 07:59:00 PM,DISTRICT 4,,ROSELAWN
3,21XX QUEEN CITY AV,39.1268545418012,-84.573685644419,SOUTH FAIRMOUNT,WESTWOOD,4536,199001657,1,,BLACK,MALE,43,FATAL,01/23/2019 12:00:00 AM,JAN,204000,20,WED,199001657,01/23/2019 08:40:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
1,13XX MAIN ST,39.1093848617101,-84.5108807253122,OVER-THE-RHINE,OVER-THE-RHINE,445,10900339,1,,BLACK,MALE,34,NONFATAL,01/24/2009 12:00:00 AM,JAN,,N/A,SAT,10900339,01/24/2009 12:00:00 AM,DISTRICT 1,45202,OTR
5,12XX HOPPLE ST,39.1378049278684,-84.5345845588243,CAMP WASHINGTON,CAMP WASHINGTON,1734,129003155,1,"CINC, OH 45207",BLACK,MALE,24,NONFATAL,02/06/2012 12:00:00 AM,FEB,013000,1,MON,129003155,02/06/2012 01:30:00 AM,DISTRICT 5,45225,CAMP WASHINGTON
4,5XX BLAIR AV,39.1406390782972,-84.4925668050673,AVONDALE,AVONDALE,1384,41102732,1,"CINC, OH 45229",BLACK,MALE,22,FATAL,05/05/2011 12:00:00 AM,MAY,165600,16,THU,41102732,05/05/2011 04:56:00 PM,DISTRICT 4,45229,AVONDALE
2,31XX HARVARD AV,39.1346519591642,-84.4777722627967,EVANSTON,EVANSTON,4373,189020436,1,,BLACK,MALE,28,NONFATAL,07/27/2018 12:00:00 AM,JUL,232700,23,FRI,189020436,07/27/2018 11:27:00 PM,DISTRICT 2,,EVANSTON
5,50XX WINNESTE AV,39.1813504570116,-84.5126309043965,WINTON HILLS,WINTON HILLS,4225,189006229,1,,BLACK,MALE,24,NONFATAL,03/09/2018 12:00:00 AM,MAR,114700,11,FRI,189006229,03/09/2018 11:47:00 AM,DISTRICT 5,,WINTON HILLS
4,X E MCMILLAN ST,39.1282320032089,-84.5112350154978,MT AUBURN,CORRYVILLE,3944,179020297,1,,WHITE,MALE,37,FATAL,06/04/2017 12:00:00 AM,JUN,031500,3,SUN,179020297,06/04/2017 03:15:00 AM,DISTRICT 4,,CORRYVILLE - HEIGHTS
4,27XX EDEN AV,39.1313393240109,-84.5051465825965,CORRYVILLE,CORRYVILLE,145,40803796,1,,WHITE,MALE,22,NONFATAL,06/06/2008 12:00:00 AM,JUN,,N/A,FRI,40803796,06/06/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
4,4XX MCGREGOR AV,39.1224171962593,-84.5013675375161,WALNUT HILLS,WALNUT HILLS,4615,199010353,1,,BLACK,MALE,29,NONFATAL,05/17/2019 12:00:00 AM,MAY,221200,22,FRI,199010353,05/17/2019 10:12:00 PM,DISTRICT 4,,MOUNT AUBURN
5,X CRAFT ST,39.1793200396137,-84.5091684208087,WINTON HILLS,WINTON HILLS,2952,159008215,1,"CINCI, OH 45224",BLACK,MALE,26,NONFATAL,04/06/2015 12:00:00 AM,APR,202200,20,MON,159008215,04/06/2015 08:22:00 PM,DISTRICT 5,45232,WINTON HILLS
3,22XX HARRISON AV,39.1336986215556,-84.5726241763362,WESTWOOD,WESTWOOD,3679,169026219,1,,BLACK,MALE,19,NONFATAL,10/08/2016 12:00:00 AM,OCT,123000,12,SAT,169026219,10/08/2016 12:30:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
4,49XX READING RD,39.1765770568309,-84.4674787330979,BOND HILL,BOND HILL,3571,169018037,1,"CINC, OH 45219",BLACK,MALE,33,NONFATAL,07/19/2016 12:00:00 AM,JUL,213500,21,TUE,169018037,07/19/2016 09:35:00 PM,DISTRICT 4,,BOND HILL
2,58XX BRAMBLE AV,39.1520309369276,-84.3946974137472,MADISONVILLE,MADISONVILLE,1751,129005792,1,"CINC, OH 45240",BLACK,MALE,21,NONFATAL,03/06/2012 12:00:00 AM,MAR,214500,21,TUE,129005792,03/06/2012 09:45:00 PM,DISTRICT 2,45227,MADISONVILLE
4,20XX BURNET AV #2,39.1189675210562,-84.5026727481224,MT AUBURN,MT. AUBURN,1079,41005198,1,"CINC, OH 45219",BLACK,FEMALE,31,NONFATAL,08/19/2010 12:00:00 AM,AUG,,N/A,THU,41005198,08/19/2010 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
0,6XX RACE ST,39.1032180340588,-84.51521248307,CBD/RIVERFRONT,DOWNTOWN,2624,149012006,2,"CINCINNATI, OH 45214",BLACK,MALE,19,NONFATAL,05/24/2014 12:00:00 AM,MAY,025000,2,SAT,149012006,05/24/2014 02:50:00 AM,CENTRAL BUSINESS SECTION,45202,DOWNTOWN
1,18XX VINE ST,39.1162735284241,-84.5175259885027,OVER-THE-RHINE,OVER-THE-RHINE,3798,179002152,1,,BLACK,MALE,34,NONFATAL,01/22/2017 12:00:00 AM,JAN,203500,20,SUN,179002152,01/22/2017 08:35:00 PM,DISTRICT 1,,OTR
4,6XX ROCKDALE AV,39.1449711277072,-84.49354154053,AVONDALE,AVONDALE,1330,41101716,1,"CINC, OH 45229",BLACK,MALE,22,FATAL,03/23/2011 12:00:00 AM,MAR,223000,22,WED,41101716,03/23/2011 10:30:00 PM,DISTRICT 4,45229,AVONDALE
4,5XX MAPLE AV,39.1418610604847,-84.4970840858243,AVONDALE,AVONDALE,2036,129034709,1,"CINC, OH 45229",BLACK,MALE,41,NONFATAL,11/25/2012 12:00:00 AM,NOV,110800,11,SUN,129034709,11/25/2012 11:08:00 AM,DISTRICT 4,45229,AVONDALE
3,35XX WARSAW AV,39.1107522703954,-84.5677412917071,EAST PRICE HILL,EAST PRICE HILL,2879,159001689,1,"CINCINNATI, OH 45205",BLACK,MALE,25,NONFATAL,01/20/2015 12:00:00 AM,JAN,210000,21,TUE,159001689,01/20/2015 09:00:00 PM,DISTRICT 3,45205,EAST PRICE HILL
4,7XX RIDGEWAY AV,39.1384925531464,-84.4944659049929,AVONDALE,AVONDALE,250,40805756,1,,BLACK,MALE,24,NONFATAL,08/10/2008 12:00:00 AM,AUG,,N/A,SUN,40805756,08/10/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,42XX WILLIAMSON PL,39.1630974713124,-84.536465997126,NORTHSIDE,NORTHSIDE,347,50806588,1,,BLACK,MALE,15,NONFATAL,10/23/2008 12:00:00 AM,OCT,,N/A,THU,50806588,10/23/2008 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
4,23XX ST JAMES AVE,39.1218534856485,-84.4900550982661,WALNUT HILLS,WALNUT HILLS,4380,189021288,1,,BLACK,MALE,28,NONFATAL,08/05/2018 12:00:00 AM,AUG,020000,2,SUN,189021288,08/05/2018 02:00:00 AM,DISTRICT 4,,WALNUT HILLS
3,26XX BEEKMAN ST,39.1329972967636,-84.5461679597543,NORTH FAIRMOUNT,NORTH FAIRMOUNT,431,30900244,1,,BLACK,MALE,18,NONFATAL,01/10/2009 12:00:00 AM,JAN,,N/A,SAT,30900244,01/10/2009 12:00:00 AM,DISTRICT 3,45225,NORTH FAIRMOUNT
2,18XX HEWITT AV,39.1367687258232,-84.4703666173069,EVANSTON,EVANSTON,1161,21004437,2,"CINC, OH 45215",BLACK,MALE,37,FATAL,10/05/2010 12:00:00 AM,OCT,,N/A,TUE,21004437,10/05/2010 12:00:00 AM,DISTRICT 2,45207,EVANSTON
3,32XX MONTANA AV,39.149081914772,-84.6089769613065,WESTWOOD,WESTWOOD,1498,31106326,1,"CINC, OH 45211",BLACK,FEMALE,48,NONFATAL,07/19/2011 12:00:00 AM,JUL,231000,23,TUE,31106326,07/19/2011 11:10:00 PM,DISTRICT 3,45211,WESTWOOD
